tweet_text,is_there_an_emotion_directed_at_a_brand_or_product,target
rt mention sxsw 20 google searches local info marissa mayer 6 million places claimed owners logged google,No emotion toward brand or product,2
rt mention sxsw 20 google searches local information marissa mayer 6 million places claimed owners logged google,No emotion toward brand or product,2
rt mention sxsw 2011 google bing smackdown bloody banality guardian link via mention,Negative emotion,1
rt mention sxsw line 100 outside apple pop store sixth amp congress,No emotion toward brand or product,2
rt mention sxsw app schedule fail try schedorg google sched sxsw 2011 click first link unofficial parties room counts genius,No emotion toward brand or product,2
rt mention sxsw beta testing interactive book ipad app moonbot studios louisiana cool app,Positive emotion,0
rt mention sxsw bound keep eye may give away mention iphone case atx land,Positive emotion,0
rt mention sxsw come see bitbop austin gdgtaustin purevolume house 504 trinity monday march 14th link,No emotion toward brand or product,2
rt mention sxsw crowd swarms ipad2 launch link via mention sxsw2011 apple,No emotion toward brand or product,2
rt mention sxsw crowd swarms ipad 2 launch link via mention,No emotion toward brand or product,2
rt mention sxsw free app festival explorer helps find bands want see based music tastes link,No emotion toward brand or product,2
rt mention sxsw gear bag ipad 2 iphone mophie traveling light year link,No emotion toward brand or product,2
rt mention sxsw go 11 android live android marketplace new features including sd card storage link via mention,Positive emotion,0
rt mention sxsw go available 5 platforms iphone ipad android windows phone 7 blackberry download link,No emotion toward brand or product,2
rt mention sxsw google party league extraordinary h4ackers promoting txt redcross 90999 help japan link,No emotion toward brand or product,2
rt mention sxsw google party league extraordinary h4ackers promoting txt redcross 90999 help japan mention speakeasy link photo,No emotion toward brand or product,2
rt mention sxsw google launch major new social network called circles possibly today mention link,No emotion toward brand or product,2
rt mention sxsw google launch major new social network called circles possibly today mention link via mention,No emotion toward brand or product,2
rt mention sxsw guy front panel ipad etchasketch casedevice wonder iusxsw,Positive emotion,0
rt mention sxsw hire qualified talented women consciously early startups achieve success google,Positive emotion,0
rt mention sxsw need best android dev html5 js issue need solving quickly handsome reward love grabs,No emotion toward brand or product,2
rt mention sxsw need best android dev html5 js issue need solving quickly handsome reward love grabs,No emotion toward brand or product,2
rt mention sxsw interactive award music category goes wilderness downtown congrats shared mention mention mention winning,No emotion toward brand or product,2
rt mention sxsw interactive google\x89ûªs mobile future elusive \x89û÷power mention link,No emotion toward brand or product,2
rt mention sxsw ipad store sold everything except 64gig wifi white,Negative emotion,1
rt mention sxsw sxsw getting apple store geeks cried yes ipad 2 coming it\x89ûªs coming frid link,Positive emotion,0
rt mention sxsw look blue hair ive got free android phone info stickers mention allhat3,Positive emotion,0
rt mention sxsw makes feel like kid drunk kid iphone,No emotion toward brand or product,2
rt mention sxsw news apple getting music business new device called ipod like compact disc player without disk,Positive emotion,0
rt mention sxsw news google launch major new social network called circles possibly today link,No emotion toward brand or product,2
rt mention sxsw party calendar gcal link,No emotion toward brand or product,2
rt mention sxsw party podcasts link mention mention mention designerdrugs iampaintedface h0u5t0n,No emotion toward brand or product,2
rt mention sxsw plans google party blackberry party ie 8 party good times party lol,Positive emotion,0
rt mention sxsw pro tip remove access corporate twitter account iphone 4pm day,No emotion toward brand or product,2
rt mention sxsw e day ipad interface design if relatable discoverable ipad digital,No emotion toward brand or product,2
rt mention sxsw rt mention wow apple right thing japan must read link,Positive emotion,0
rt mention sxsw rumor mill ipad 3 6 15 cameras slightly thinner rare earths case different still smudgy screen,Negative emotion,1
rt mention sxsw sponsored apple plaid boys im attracted,Positive emotion,0
rt mention sxsw cool apple pop fundraising kiosk japan sxsw kidding good idea,Positive emotion,0
rt mention sxsw tip day turn iphone screen brightness way conservebatterylife peace mention,No emotion toward brand or product,2
rt mention sxsw today mention amp iphone game mention amp mention celeb brand destination marketing,No emotion toward brand or product,2
rt mention sxsw tradeshow floor engage w multitouch interactive wall take part augmented reality 3d enter win ipad,No emotion toward brand or product,2
rt mention sxsw waze link duking google personalized mapping experience friendly panel crashing,Negative emotion,1
rt mention sxsw buy appleatxdt popup store anything ipad 2,No emotion toward brand or product,2
rt mention sxsw google apple ea games zynga facebook microsoft intuit went gaga go game link,No emotion toward brand or product,2
rt mention sxsw 15slides gruber keeps desk apple extended keyboard 2 discontinued 1991 169 loud feels like writes better,No emotion toward brand or product,2
rt mention sxsw ipad design headaches take two tablet call morning link,Negative emotion,1
rt mention ux uxdes talk really exploration wild wild west ipad design sxsw,No emotion toward brand or product,2
rt mention uxdes mention glad standard ipad navigation tools might one sxsw,Negative emotion,1
rt mention wahoos sxsw party free beers tacos ritas thurs link,No emotion toward brand or product,2
rt mention want micro usb charger samsung android kindle sxsw starting 3 11 pay 10 7 days link snapgoods,No emotion toward brand or product,2
rt mention 1 rt mention love mention sxsw apple comes cool technology ones ever heard dont go conferences,Positive emotion,0
rt mention \x89÷¼ \x89÷ link \x89ã edchat musedchat sxsw sxswi classical newtwitter,No emotion toward brand or product,2
rt mention \x89÷¼ \x89÷ link \x89ã edchat musedchat sxsw sxswi classical newtwitter rt mention,No emotion toward brand or product,2
rt mention \x89÷¼ set \x89÷ link \x89÷ edchat musedchat sxsw sxswi newtwitter,No emotion toward brand or product,2
rt mention \x89÷¼ right rain \x89÷ link \x89ã edchat musedchat sxsw sxswi classical newtwitter,No emotion toward brand or product,2
rt mention \x89÷¼ go beyond borders \x89÷ link \x89ã edchat musedchat sxsw sxswi classical newtwitter,No emotion toward brand or product,2
rt mention \x89÷¼ go beyond borders \x89÷ link ë© edchat musedchat sxsw sxswi classical newtwitter,No emotion toward brand or product,2
rt mention \x89÷¼ go beyond borders \x89÷ link \x89ã edchat musedchat sxsw sxswi classical newtwitter,No emotion toward brand or product,2
rt mention \x89÷¼ happy womans day make love fuss \x89÷ link \x89ã edchat musedchat sxsw sxswi classical newtwitter,No emotion toward brand or product,2
rt mention \x89÷¼ happy womans day make love fuss \x89÷ link ë© edchat musedchat sxsw sxswi classical newtwitter,No emotion toward brand or product,2
rt mention \x89÷¼ happy womans day make love fuss \x89÷ link \x89ã edchat musedchat sxsw sxswi classical newtwitter,No emotion toward brand or product,2
rt mention \x89÷¼ fear envy meanness lies hypocrisy\x89û\x89÷ link \x89ã edchat musedchat sxsw sxswi classical newtwitter,No emotion toward brand or product,2
rt mention \x89÷¼ bad idea \x89÷ link \x89ã edchat musedchat sxsw sxswi classical newtwitter,No emotion toward brand or product,2
rt mention \x89÷¼ problems\x89ûtime stop \x89÷ link \x89ã edchat musedchat sxsw sxswi classical newtwitter,No emotion toward brand or product,2
rt mention \x89÷¼ love 2 entertain you\x89ûplease don\x89ûªt grateful \x89÷ link \x89ã edchat musedchat sxsw sxswi classical newtwitter,No emotion toward brand or product,2
rt mention 1 hour ago apple didnt store downtown austin store hundreds people ipad2 sxsw,No emotion toward brand or product,2
rt mention 1030 line apple popup store austin opens 5 pm sxsw link,No emotion toward brand or product,2
rt mention 1100 miles go roughly 4 tanks gas 19 hours per google sxsw,No emotion toward brand or product,2
rt mention 1230pm hilton 615ab sxsw rt mention going android developers meetup im looking forward meeting mention,No emotion toward brand or product,2
rt mention 20 percent google searches local information sxsw,No emotion toward brand or product,2
rt mention 2100 sxsw artists categorized alphabetically easy access google spreadsheet link via link,No emotion toward brand or product,2
rt mention 2nd stringer gowalla aims relevance creating groupon living socialtype rewards sxsw link,No emotion toward brand or product,2
rt mention 30 million people go google every month get doctor information vitalscom sxsw,No emotion toward brand or product,2
rt mention 40 minutes til mention sxsw party free beer free maudies tacos free ipad 2 android tablet amp kindle giveaway bitly ajs2011,Positive emotion,0
rt mention 40 google maps usage mobile 150m users using google maps mobile users drive 128 miles year google maps navigation sxsw,No emotion toward brand or product,2
rt mention 40 google maps use mobile sxsw,Positive emotion,0
rt mention 4g connectivity iphone smart phones joe berry sxsw connectedcar,No emotion toward brand or product,2
rt mention 5 social apps make sxsw intimate link sxsw sxswi apps iphone,Positive emotion,0
rt mention 6 bucks apple banana price super extra double cheese grilled triple pork sandwich country doomed sxsw,No emotion toward brand or product,2
rt mention 65 multitouch google maps hotpot event sxsw link,No emotion toward brand or product,2
rt mention 6th congress scarborough bldg rt mention temporary apple store setup sxsw,No emotion toward brand or product,2
rt mention 80s hair amp makeup station mention mention sxsw partylikeits1986 link,No emotion toward brand or product,2
rt mention 95 iphone droid apps less 1000 downloads total sxsw,No emotion toward brand or product,2
rt mention 97 farmers mobile phone 43 smartphone marketshare bb 33 18 android 10 iphone mobilefarm sxsw,No emotion toward brand or product,2
rt mention browserwars panel without apple like sxsw without parties,Positive emotion,0
rt mention free heat map app 4sq checkins sxsw see mention hot spots mention sxsw wp7 amp iphone wedig,No emotion toward brand or product,2
rt mention free heat map app 4sq checkins sxsw see mention hot spots mention sxsw wp7 amp iphone,No emotion toward brand or product,2
diabetes plate thanks google already covered link sxsw,Negative emotion,1
rt mention special apple store opening 6th congress sxsw amp ipad 2 launch wwwapplecom retail thedomain apple ipad2 sxsw fb,No emotion toward brand or product,2
rt mention see indie game development iphone going cc mention sxsw,No emotion toward brand or product,2
rt mention absolutely rt mention timely good schtuff google people finder 4 japan quake link iqlab sxsw,Positive emotion,0
rt mention abt surprise customer waiting line apple store austin ipad 2 mention sxsw cbatsxsw awesome,Positive emotion,0
rt mention according googles marissa mayer future location augmented reality contextual discovery making smartphones smarter sxsw fb,No emotion toward brand or product,2
rt mention agencies push google directions never would gone otherwise says creative lab strategy dir mention sxsw,No emotion toward brand or product,2
rt mention agencies push google directions never would gone otherwise says creative lab strategy director mention sxsw,Positive emotion,0
rt mention agreed \x89ûó novelty ipad news apps fades fast among digital delegates \x89ûó link media sxsw via mention,Negative emotion,1
rt mention aha found proof lactation room excuse mothers room brought google last years sxsw link,No emotion toward brand or product,2
rt mention akqa hiring find front designing ipad interfaces new navigation schemas ballroom sxsw,No emotion toward brand or product,2
rt mention alarms go allow users generate content says googles richard salgado privacybootcamp sxsw,No emotion toward brand or product,2
rt mention tech interaction events ipad apps right link sxsw,No emotion toward brand or product,2
rt mention sxsw tweeps check homies mention thursday link,No emotion toward brand or product,2
rt mention mention recorded cover exclusively apartmovie produced dan auerbach buy link sxsw,No emotion toward brand or product,2
rt mention almost every how  answered w google docs session sxsw looseorganizations,Positive emotion,0
rt mention awesome free iphone app keeping track friends meeting finding people sxsw link,Positive emotion,0
cpmpetition difference prespective sxsw google microsoft link,No emotion toward brand or product,2
rt mention suck rt mention rt mention google preview major new social service circles sxsw today link,Negative emotion,1
rt mention live come get android check us link sxsw android,Positive emotion,0
rt mention android apps survive sxsw 2011 link mention sxsw,No emotion toward brand or product,2
rt mention android developers friends lets hang 1230p saturday sxsw link rt fellow andronerds,Positive emotion,0
rt mention android may gaining market share youd never know sxsw apparently industry movers shakers apple loyalists,No emotion toward brand or product,2
rt mention annas social media picks week link covering social media japan ipad 2 sxsw amp,No emotion toward brand or product,2
rt mention announcing sxsw ables crowdcurated feed hottest es sxsw sign win ipad 2 link ipad2,Positive emotion,0
rt mention another great panel 5 pm hilton austins mention left brain search google right brain search x sxsw,Positive emotion,0
rt mention another great spreadsheet sxsw parties link,No emotion toward brand or product,2
rt mention google fans town sxsw stop austin gtug meeting wednesday 7th 700pm map link link,No emotion toward brand or product,2
rt mention ipad djs need one 3am tuesday douche bags need apply sxsw,No emotion toward brand or product,2
rt mention ipad2s left apple store sxsw anyone know,No emotion toward brand or product,2
rt mention anybody seen 6th st apple store yet sxsw,No emotion toward brand or product,2
rt mention anyone sxsw want make quick hundred dollars new ipad2 ad hoc apple store gets hundred plus cost,Positive emotion,0
rt mention anyone mention mention show iphone charger need tweet jokes beards text ppl make jealous sxsw,No emotion toward brand or product,2
rt mention anyone know sxsw apple store still ipads,No emotion toward brand or product,2
rt mention anyone know time apple popup store austin closes tonite sxsw sxtxstate ipad apple,No emotion toward brand or product,2
rt mention anyone know time apple popup store austin closes tonite sxsw sxtxstate ipad apple someone said midnight,No emotion toward brand or product,2
rt mention anyone going buy new ipad donate japan tsunami victims instead sxsw,Negative emotion,1
rt mention app called hands sxsw rt mention need app turn iphone wifi mouse ipad exist,No emotion toward brand or product,2
rt mention apparently line get ipad sxsw store grew 2 blocks 5 blocks past 30 mins wut,No emotion toward brand or product,2
rt mention apparently google ad preferences youll see google thinks youll like seenocreepy sxsw,No emotion toward brand or product,2
rt mention apparently google ad preferences youll see google thinks youll like seenocreepy sxsw pnid,Negative emotion,1
rt mention apple pops up store sxsw event link via mention sxsw,No emotion toward brand or product,2
rt mention apple sxsw popstore ipads 16gb wifi 64gb wifi amp wifi 3g,Positive emotion,0
rt mention apple aligned big tech events days first ces gdc sxsw popup shop ipad2 link,No emotion toward brand or product,2
rt mention apple announces popup store sxsw see take future popup stores link,No emotion toward brand or product,2
rt mention apple announces popup store sxsw see take future popup stores link client,No emotion toward brand or product,2
rt mention apple autocorrect weird ogilvy autocorrects idiocy ogilvynotes sxsw,Negative emotion,1
rt mention apple built pop store 3 days sxsw open 24 7 selling ipad 2s,No emotion toward brand or product,2
rt mention apple built experience ecosystem ipod mp3 player app critthink sxsw,No emotion toward brand or product,2
rt mention apple pop store sxsw link,No emotion toward brand or product,2
rt mention apple employees showed force sxsw popup apple store ipad2,No emotion toward brand or product,2
rt mention apple fans looks like 3rd apple store opening austin sxsw full u go2 1 4 san antonio,Positive emotion,0
rt mention apple gets kudos marketing done sxsw ipad 2 release pop store austin tx link,Positive emotion,0
rt mention apple opened popup store austin nerds town sxsw get new ipads link,No emotion toward brand or product,2
rt mention apple two austin stores week downtown presence changes sxsw popup store link mention,No emotion toward brand or product,2
rt mention apple two austinarea retail locations anticipation gadget ipad sxsw gadgets link,No emotion toward brand or product,2
rt mention apple heads sxsw sets temporary store austin link,No emotion toward brand or product,2
rt mention apple heads sxsw sets temporary store austin link ltlt anyone confirm nisxsw sxsw ipad2,No emotion toward brand or product,2
rt mention apple the classiest fascist company america says mention sxsw,Negative emotion,1
rt mention apple opening popup store austin sxsw aapl link,No emotion toward brand or product,2
rt mention apple opening store sxsw link,No emotion toward brand or product,2
rt mention apple opening store sxsw link events news inagist,No emotion toward brand or product,2
rt mention apple opening popup store downtown austin ipad 2 launch sxsw link,No emotion toward brand or product,2
rt mention apple opening temp store austin sxsw link via mention mention awesome,No emotion toward brand or product,2
rt mention apple opening temp store austin sxsw link via mention ipad2,No emotion toward brand or product,2
rt mention apple opening temporary store downtown austin sxsw ipad 2 launch link,No emotion toward brand or product,2
rt mention apple opening temporary store downtown austin sxsw ipad 2 launch link,No emotion toward brand or product,2
rt mention apple opening temporary store downtown austin sxsw ipad 2 launch link cc mention,No emotion toward brand or product,2
rt mention apple quarter music industry 70 digital sales touchingstories tbwasxsw sxsw,Positive emotion,0
rt mention apple knows game theyre sxsw bring ipad2 people link,Positive emotion,0
rt mention apple likes pay thats apple likes barry diller sxsw,No emotion toward brand or product,2
rt mention apple likes pay long gadget liked many closed system work pnid sxsw,No emotion toward brand or product,2
rt mention apple congress nice rt mention apple set open popup shop core sxsw action link sxsw apple,Positive emotion,0
rt mention apple opened popup store sxsw release ipad 2 amp quite scene geek power link,Positive emotion,0
rt mention apple opened popup store sxsw release ipad 2 quite scene geek power link,Positive emotion,0
rt mention apple opening pop store downtown austin sxsw ipad 2 launch link,No emotion toward brand or product,2
rt mention apple opening pop store downtown austin sxsw ipad 2 launch link via mention,No emotion toward brand or product,2
rt mention apple opening downtown austin pop store sxsw rt mention even begins apple wins sxsw link,Positive emotion,0
rt mention apple opening popup store austin sixth amp congress sxsw link ipad2,No emotion toward brand or product,2
rt mention apple opening popup store ipad launch downtown austin sxsw link via mention,Positive emotion,0
rt mention apple opening temporary ipad 2 store handle sxsw demand link,No emotion toward brand or product,2
rt mention apple opening temporary store downtown austin sxsw ipad 2 launch link,No emotion toward brand or product,2
rt mention apple opens popup store sxsw rt mention smart well played fruit co link via mention,Positive emotion,0
rt mention apple opens ipad 2 popup store austin sxsw could strategy work bookselling link,No emotion toward brand or product,2
rt mention apple plans keep austin wired opening popup apple store sxsw link,No emotion toward brand or product,2
rt mention apple pop store sxsw pop genius bars everywhere,Positive emotion,0
rt mention apple popup shop sxsw cool link,Positive emotion,0
rt mention apple popup store sxsw link,No emotion toward brand or product,2
rt mention apple popup store sxsw link sat opening,Positive emotion,0
rt mention apple puts popup store sxsw hawk ipad 2 think theyll sell one two link,No emotion toward brand or product,2
rt mention apple selling ipad 2 sxsw california great building cult followings link,No emotion toward brand or product,2
rt mention apple set open popup shop austin 6th amp con sxsw link via mention sxsw sxswprsa prsa,No emotion toward brand or product,2
rt mention apple set open popup shop core sxsw action link,No emotion toward brand or product,2
rt mention apple set open popup shop core sxsw action link ipad2 ground,No emotion toward brand or product,2
rt mention apple set open popup shop core sxsw action theyre going sell ipad2 sxsw link danger,No emotion toward brand or product,2
rt mention apple set open popup shop core sxsw action link sxsw apple ipad retail,No emotion toward brand or product,2
rt mention apple set open popup shop core sxsw action link via mention sxsw,Positive emotion,0
rt mention apple sets 5000squarefoot temporary store sxsw sell new ipads test potential traffic link,No emotion toward brand or product,2
rt mention apple sets 5000squarefoot temporary store sxsw sell new ipads test potential\x89û link socialmedia ipad,No emotion toward brand or product,2
rt mention apple sets temporary austin store serve hordes ipad 2 purchasers sxsw link,No emotion toward brand or product,2
rt mention apple setting temp store sxsw sell ipad2 crazy brilliant convenient link,Positive emotion,0
rt mention apple store downtown austin open til midnight sxsw,No emotion toward brand or product,2
rt mention apple store line block week long sxsw amazing,Positive emotion,0
rt mention apple popup store south south west link sxsw,No emotion toward brand or product,2
rt mention apple open popup store downtown austin 1st floor bldg 6th amp congress sxsw ipad 2 launch morefunpeoplewatching,No emotion toward brand or product,2
rt mention apple open popup shop sxsw report link apple sxsw,No emotion toward brand or product,2
rt mention apple open popup shop sxsw report link sxsw,Positive emotion,0
rt mention apple open temporary store sxsw 6th congress link,No emotion toward brand or product,2
rt mention apple open temporary store sxsw 6th congress link atx,No emotion toward brand or product,2
rt mention apple open temporary store sxsw interesting link,Positive emotion,0
rt mention apple intel genentech atari ciscosomething ventured traces risk takers wrote checks link sxsw,No emotion toward brand or product,2
rt mention applethe classiest fascist company america kara swisher sxsw,Negative emotion,1
rt mention apples sxsw pop store ipad2 sayeth mention link,No emotion toward brand or product,2
rt mention apples pop shop lavaca 6th sxsw yes line wraps around block mention apple store sxsw link,No emotion toward brand or product,2
rt mention apples taking old ipads teach america user gets tax writeoff buy new ipad kinda cool sxsw,Positive emotion,0
rt mention arduino android flaming skulls link refrigerator speaks salon k 330pm mention mention sxsw smartthings,Positive emotion,0
rt mention arduino android flaming skulls link refrigerator speaks salon k 330pm mention mention sxsw smartthings,No emotion toward brand or product,2
rt mention sxsw check tokii maple leaf digital lounge link wwwtokiicom,No emotion toward brand or product,2
rt mention attending sxsw want explore austin check mention austin link,No emotion toward brand or product,2
rt mention going sxsw wish could purchase ipad 2 worry link well played apple well played,Positive emotion,0
rt mention going check apple popup shop sxsw sxswi let us know link ipad2,No emotion toward brand or product,2
rt mention stupid sxsw find mac game link via ipad 1amp2 link,No emotion toward brand or product,2
rt mention aron pilhofer ny times endorsed html ipad newsapps sxsw asked us tweet actually said,No emotion toward brand or product,2
rt mention arriving us sxsw looking microsim data iphone recommendations mention,No emotion toward brand or product,2
rt mention search sxsw via twitter work check googles real time search least get results sxsw,Positive emotion,0
rt mention sxsw amp want drink free get ask around iphone app find amp join us drinks austin,Positive emotion,0
rt mention sxsw want win ipad get case mention mention mentionr,Positive emotion,0
rt mention sxsw want win ipad get case chaos mention mention link,No emotion toward brand or product,2
rt mention sxsw apple 99 marketshare seeing much linux,No emotion toward brand or product,2
rt mention sxsw conf 1 every 200 people mac ipad including happened pc becoming obsolete,No emotion toward brand or product,2
rt mention sxsw even cabbies tech savvy thats iphone streaming twitter mention link,Positive emotion,0
rt mention sxsw presentation mention demonstrates pause video new video player pick spot ipad app,Positive emotion,0
rt mention sxsw presentation mention demonstrates pause video new video player pick spot ipad app tveverywhere,Positive emotion,0
rt mention sxsw preso mention demonstrates u pause video new video player amp pick spot ipad app tveverywhere,No emotion toward brand or product,2
rt mention sxsw social hackathon session google bing webtrends chzbrgr going figure mpls st paul bolinsxsw,No emotion toward brand or product,2
rt mention sxsw iphone use free ispyart app send photos artallaround mention link,No emotion toward brand or product,2
rt mention sxsw iphone charger best friend,Positive emotion,0
rt mention sxsw apple schools marketing experts link via mention,Positive emotion,0
rt mention sxsw apple schools marketing experts cnet link,No emotion toward brand or product,2
rt mention sxsw apple comes cool technology ones ever heard dont go conferences,Positive emotion,0
rt mention sxsw mention mention wan na buy drink 7pm fado 4th link join us,No emotion toward brand or product,2
rt mention sxsw come hear speak 40 mins designing ipad interfaces new navigation schemas ballrm 1100am uxdes mention,No emotion toward brand or product,2
rt mention sxsw dont forget come privacybootcamp startups mention mention mention aclu acc 9abc 330 cst,No emotion toward brand or product,2
rt mention sxsw dont forget come privacybootcamp startups mention mention mention aclu acc 9abc 330,No emotion toward brand or product,2
rt mention sxsw get soundcloud iphone app link start recording use 4sq geotagging map link,No emotion toward brand or product,2
rt mention sxsw join us drink 2 tonight 7pm fado irish pub 4th link wed love meet,No emotion toward brand or product,2
rt mention sxsw giving away ipad 2 creator popular disc interactive create disc amp share twitter,No emotion toward brand or product,2
rt mention sxsw chaos mission download mention app checkin amp start playing redeem prizes mention austin hot spots link,No emotion toward brand or product,2
rt mention sxsw mission download mention app checkin amp play redeem prizes mention austin hot spots link,No emotion toward brand or product,2
rt mention sxsw mindtouchers mention mention mention giving ipad demos mindtouch tcs tweet check,Positive emotion,0
rt mention tweethouse watching ipad dj mention rock sxsw check wwwranaco dotco,Positive emotion,0
rt mention google 4 people work 7 people rather 7 people work 4 agileagency sxsw,Positive emotion,0
rt mention sxsw apple schools marketing experts link sxsw,No emotion toward brand or product,2
rt mention sxsw apple schools marketing experts link via mention sxsw apple marketing,Positive emotion,0
rt mention airport playing fav game are going sxsw wearing denim denim youre going charging 3 apple products,No emotion toward brand or product,2
rt mention panel your mom ipad designing boomers sxsw,No emotion toward brand or product,2
rt mention attending sxsw austin guide mention free download itunes link lp,No emotion toward brand or product,2
rt mention attending designing ipad interfaces new navigation schemas akqas lynn teo ballroom yes hiring sxsw,No emotion toward brand or product,2
rt mention audience q prototyping tools use sketchbooks sharpie pens photoshop balsamic google docs axsure etc myprototype sxsw,No emotion toward brand or product,2
rt mention audioboo front apple ipad 2 queue link sxsw sxswsa apple ipad2 austin texas,No emotion toward brand or product,2
rt mention austin pal mention lost phone please help rt mention left white iphone 4g cab austin sxsw internet please help,No emotion toward brand or product,2
rt mention australian business amp notforprofits may interested seo insights google amp bing sxsw link digibiz,No emotion toward brand or product,2
rt mention available today mention mobile apps iphone android blackberry windowsmobile w facebook info link sxsw,No emotion toward brand or product,2
rt mention awesome hands review ipad 2 coming tomorrow mention guest post mention hes sxsw,Positive emotion,0
rt mention awesome new version mention iphone amp new web site coming sxsw want demo meet mention sxsw,Positive emotion,0
rt mention awesome new version mention iphone new web site coming sxsw want demo meet mention sxsw,Positive emotion,0
rt mention awesome new version mention iphone new web site coming sxsw want demo meet mention sxsw pls rt,Positive emotion,0
rt mention awesome presentation digital magazines link touchingstories sxsw gsdm,No emotion toward brand or product,2
rt mention awesome first day sxsw apple approved new app go download check blog big stereo ipad2,Positive emotion,0
rt mention backupify announces cloudsight search first searchable archive solution social media google apps sxsw sxswi link,Positive emotion,0
rt mention bad news update popup apple store ipads sure tomorrow sxsw,No emotion toward brand or product,2
rt mention badgeless event free drinks \x89ûïmention heading free googlesponsored happy hour semantic web austin mention fogo de chìáo sxsw\x89û\x9d,Positive emotion,0
rt mention badger mention angel news sxsw link nice one also giving away free ipad 2 link contest,No emotion toward brand or product,2
rt mention barton hollow free song download amp featured album mention mention 2011 featured mix link itunes sxsw,No emotion toward brand or product,2
rt mention beautiful day austin come grab slice two check google get deal sxswi sxsw,No emotion toward brand or product,2
rt mention even begins apple wins sxsw link mention,Positive emotion,0
rt mention even begins apple wins sxsw link,Positive emotion,0
rt mention even begins apple wins sxsw link mention mention,Positive emotion,0
rt mention even begins apple wins sxsw link mention,Positive emotion,0
rt mention even begins apple winsåêsxsw link gt gon na get sum via mention,Positive emotion,0
rt mention behaviour diff lots phone calls using ipad laptop notsomuch mobiles internets sxsw,No emotion toward brand or product,2
rt mention behind 100s emails give 1 line iphone composed replies sxsw protip,No emotion toward brand or product,2
rt mention ben benieuwd rt mention interrupt regularly scheduled sxsw geek programming big news link google circles,No emotion toward brand or product,2
rt mention best brand marketing sxsw ge mention solar powered carousel mention rock n roll trailer park apples ipad2 popup shop,Positive emotion,0
rt mention best ipad design big chunky elements generous space clarity trumps density tap quality trumps tap quantity tapworthy sxsw,Positive emotion,0
rt mention best pickupline sxsw iphone charger,No emotion toward brand or product,2
rt mention best swag ever thanks mention charging iphone thanks sxsw link,Positive emotion,0
rt mention best thing abt mention sxsw great food amp drink w patio amp plenty free parking 510 min n the mess link,No emotion toward brand or product,2
rt mention best thing heard sxsw i gave ipad 2 money japan relief dont need ipad 2 mention mention,No emotion toward brand or product,2
rt mention best thing ive heard sxsw i gave ipad 2 money japan relief dont need ipad 2 mention mention,No emotion toward brand or product,2
rt mention best thing ive heard weekend sxsw i gave ipad 2 money japan relief dont need ipad 2,No emotion toward brand or product,2
rt mention best thing ive heard weekend sxsw i gave ipad 2 money japan relief don\x89û cont link,No emotion toward brand or product,2
rt mention best thing ive heard weekend sxsw i gave ipad 2 money japan relief dont need ipad 2,No emotion toward brand or product,2
rt mention best thing ive heard weekend sxsw i gave ipad 2 money japan relief dont need ipad 2 mention,Negative emotion,1
rt mention best thing ive heard weekend sxsw i gave ipad 2 money japan relief dont need ipad 2 mention mention,Negative emotion,1
rt mention best thing ive heard weekend sxsw i gave ipad 2 money japan relief dont need ipad 2 mention,Negative emotion,1
rt mention best thing ive heard weekend sxsw i gave ipad 2 money japan relief dont need ipad 2 ltamengt,Negative emotion,1
rt mention best thing ive heard wknd mention sxsw i gave ipad 2 money 2 japan relief dont need ipad 2mention mention,Negative emotion,1
rt mention best thing ive heard wknd sxsw gave ipad 2 japan relief dont need ipad 2 mention mention,No emotion toward brand or product,2
rt mention best thing ive heard wknd sxsw i gave ipad 2 money japan relief dont need ipad 2,No emotion toward brand or product,2
rt mention better get line rt mention apple opening temp store downtown austin sxsw amp ipad 2 launch link,Positive emotion,0
rt mention big night come party mention google tonight sxsw link bands food art interactive maps cc mention,No emotion toward brand or product,2
rt mention biggest takeaway uxdes thus far bring physical world ipad design amp recreate already learned experiences sxsw,No emotion toward brand or product,2
rt mention biomimicry basis design problem solving google studying flocking swarming behavior understand collab brilliant sxsw,Positive emotion,0
rt mention black white ipad sxsw ipad2,No emotion toward brand or product,2
rt mention blogger due update google takes action showcase new design sxsw link,Positive emotion,0
rt mention boooo rt mention flipboard developing iphone version android says mention sxsw,No emotion toward brand or product,2
rt mention booth 313 still time power challenge ride bike get bottle enter win ipad sxsw thisiscrazyfun,No emotion toward brand or product,2
ipad 2s sides want hold please pretty please geekout sxsw,Positive emotion,0
rt mention bounced catch googles marissa mayer speak always admired intelligent classy successful sxsw,Positive emotion,0
rt mention brilliant move apple even begins apple wins sxsw link,Positive emotion,0
rt mention brought google maps rerouted images jcpenney images macys trashy restraunts comment uosxsw sxsw,Negative emotion,1
rt mention brown paper coming windows sxsw popup apple store link,No emotion toward brand or product,2
rt mention building custom android home screen sxsw sxswi stuff must haves link,No emotion toward brand or product,2
rt mention buying ipad2 turn ur ipad1 apple store wipes clean donates schools mrs jobs idea apple ipad2 sxsw,Positive emotion,0
rt mention looking around sxswi would think apple tech company existence sxsw,No emotion toward brand or product,2
rt mention calvin geek charlie sheen goddesses mention mention mention schmittastic google sxsw,No emotion toward brand or product,2
rt mention calvin geek charlie sheen goddesses mention mention mention google sxsw,No emotion toward brand or product,2
