tweet_text,is_there_an_emotion_directed_at_a_brand_or_product,brand_or_device,ipad,iphone,apple,google,android
mention im glad dont ipad 2 think sxsw,negative emotion,ipad,1,0,0,0,0
mention im going sxsw lets meet cant use mention yet android phone show works,negative emotion,android,0,0,0,0,1
im know im going austin tomorrow iphone definitely trying convince im going autism sxsw,no emotion toward brand or product,iphone,0,1,0,0,0
mention im guessing android app time sxsw,negative emotion,android,0,0,0,0,1
mention im touchingstories ipad tablet sxsw workshop would love chat afteward,no emotion toward brand or product,ipad,1,0,0,0,0
mention im going sxsw year geeky enough instead mention amp challenging boggle ipad,no emotion toward brand or product,"ipad, iphone",1,1,0,0,0
mention im list google leh event im going sxsw id upset didnt already cr48,no emotion toward brand or product,google,0,0,0,1,0
mention im ready sure interoperability problem iphone amp android solved sxsw,no emotion toward brand or product,"android, iphone",0,1,0,0,1
dang ive touched ipad 2 want sigh sxsw,positive emotion,ipad,1,0,0,0,0
ipad menia sxsw check live feed photos apple store sxsw link playsxsw,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
new social network gt rt mention interrupt regularly scheduled sxsw geek programming big news link google,no emotion toward brand or product,google,0,0,0,1,0
josh williams mention said farmville success wakeup call games quotwhat build nowquot iphone things going sxsw,positive emotion,iphone,0,1,0,0,0
totalitarian thought action people worldwide come austin tx sxsw decide spend time line apple store,negative emotion,apple,0,0,1,0,0
hipstamatic free sxsw pack march 1120 sxsw austin iphone photo link,no emotion toward brand or product,iphone,0,1,0,0,0
free music sampler sxsw link itunes,no emotion toward brand or product,,0,0,0,0,0
free music compilation sxsw featured artists link itunes amplifiedlife sxsw,no emotion toward brand or product,,0,0,0,0,0
1 lady alice apple siggis skyr epic sxsw snack,no emotion toward brand or product,apple,0,0,1,0,0
unofficial sxsw app showcase link mobile iphone sxsw,no emotion toward brand or product,iphone,0,1,0,0,0
great article possible future social media boston apple sxsw mention next twitter link,no emotion toward brand or product,apple,0,0,1,0,0
sxsw rediculous overflow line ipad session sxswsmall interesting talk like whats said dont miss ipad talk,positive emotion,ipad,1,0,0,0,0
ridiculous see someone taking photo session ipad wait see concert use sxsw silly,negative emotion,ipad,1,0,0,0,0
android developers going sxsw mention,no emotion toward brand or product,android,0,0,0,0,1
wooooo mention released discovr iphone time sxsw new features link,positive emotion,"ipad, iphone",1,1,0,0,0
mention id love know many noniphone users sxsw really mean cmon,no emotion toward brand or product,iphone,0,1,0,0,0
apple said open temporary store sxsw link via mention,no emotion toward brand or product,apple,0,0,1,0,0
like said peeps taking pictures ipad 2 looking ridculous still want one sxsw link,positive emotion,ipad,1,0,0,0,0
line outside apple store austin waiting new ipad sxsw link,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
ceder rapids andy ping want interview livestream suasxsw sxsw front row w iphone flip mac hand,no emotion toward brand or product,iphone,0,1,0,0,0
wont lie ive chance watch people actually using ipad sxsw makes want one,positive emotion,ipad,1,0,0,0,0
sxsw movie stars moody directors well fine guy whos really attracting crowd one showing ipad 2,positive emotion,ipad,1,0,0,0,0
japan relief help sxsw twitter mention also check google maps evacuation map link,no emotion toward brand or product,google,0,0,0,1,0
friendly reminder sxsw attendees talk text film slap mouth amp steal ipad,no emotion toward brand or product,ipad,1,0,0,0,0
google tries give doodles whimsical fun spirit sxsw googledoodles,positive emotion,google,0,0,0,1,0
cant believe got got seat quotgoogle amp bing website ranking sxswquot sxsw qagb mention hilton salon j link,no emotion toward brand or product,google,0,0,0,1,0
panel believes daily deals ultimately go selfserve w caveats kelt likened google adwords interesting dailydeals sxsw fh,no emotion toward brand or product,google,0,0,0,1,0
interview artists behind ogilvynotes ogilvy sydney sxsw podcast ep4 ausxsw link,no emotion toward brand or product,,0,0,0,0,0
interviewing show portfolio amp examples work ipad amp walk pieces borrow must mention sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
1k views rt mention apple security guy locks store sxsw link,no emotion toward brand or product,apple,0,0,1,0,0
wonder mention released link friday sxsw started order fly radar,no emotion toward brand or product,,0,0,0,0,0
wonder apple intentionally scheduled ipad2 release coincide sxsw steve jobs crafty genius you\x89û,positive emotion,"ipad, apple",1,0,1,0,0
wonder apple setting makeshift shop sxsw sell ipad2s tomorrow,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
lets see google gets sm right time rt mention google launch major new social network called circles link sxsw,no emotion toward brand or product,google,0,0,0,1,0
mention dont plan ill end somewhere random coming google session 330 sxsw,no emotion toward brand or product,google,0,0,0,1,0
mention id stay away apple store tomorrow sxsw,negative emotion,apple,0,0,1,0,0
wonder ill get kicked sxsw iphone ipod ipad ianything,no emotion toward brand or product,"ipad, iphone",1,1,0,0,0
mention makes feel better googlewannabe fanbois acting like giggling schoolgirls front marissa mayer yday sxsw,negative emotion,google,0,0,0,1,0
mention someones using mention right apple store better sxsw pop,no emotion toward brand or product,apple,0,0,1,0,0
wonder front camera back camera use ratio different btwn ipad iphone sxsw,no emotion toward brand or product,"ipad, iphone",1,1,0,0,0
wonder theres anyone whos snagged ipad 2 supposedly theres apple store somewhere campus sxsw,positive emotion,"ipad, apple",1,0,1,0,0
related u verizon u better sxsw bandwidth issue blackberry always tweeted iphone dawdled wjchat,negative emotion,iphone,0,1,0,0,0
find stupid stupid game ipad currently special sxsw sale link,no emotion toward brand or product,ipad,1,0,0,0,0
mention cant find iphone charger sxsw something gone wrong,no emotion toward brand or product,iphone,0,1,0,0,0
mention didnt know google developer day sxsw link austin sxsw mention,no emotion toward brand or product,google,0,0,0,1,0
quotso google quotrefrigerator magnet gamequot everyone sxsw keynote stops listening,no emotion toward brand or product,google,0,0,0,1,0
mention android iphone mention hooks list sxsw events push calendar,no emotion toward brand or product,"android, iphone",0,1,0,0,1
mention iphone get sxsw go app,no emotion toward brand or product,"ipad, iphone",1,1,0,0,0
mention wifi android geeks nearby sxsw please try sharing frostwire link issued update,no emotion toward brand or product,android,0,0,0,0,1
mention pull name mention contest win ipad ipad2 cash suckling pig dandy tshirt hold 4 sxsw,positive emotion,ipad,1,0,0,0,0
mention youre looking space escape sxsw dont stop arthaus link,no emotion toward brand or product,,0,0,0,0,0
mention youre looking space network mingle sxsw dont stop arthaus check link,no emotion toward brand or product,,0,0,0,0,0
mention youre looking space set meetings sxsw dont stop arthaus check link,no emotion toward brand or product,,0,0,0,0,0
mention youre near zen guadalupe 3 19 1pm trailer space night im playing iphone maurice friend mention sxsw,no emotion toward brand or product,iphone,0,1,0,0,0
still big line outside apples popup shop 3 days ipads debut sxsw,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
see big links smooshed heres google realtime sxsw link,no emotion toward brand or product,google,0,0,0,1,0
biggest line sxsw buy ipad 2 every compan open bar,positive emotion,ipad,1,0,0,0,0
opening night sxsw ipad 2 popup store link,no emotion toward brand or product,ipad,1,0,0,0,0
taking flight away big apples nyc nest barely hatched startups take flight sxsw link sxsw startups,no emotion toward brand or product,apple,0,0,1,0,0
u got ta fight yr right party amp privacy aclu google sxsw partylikeits1986,no emotion toward brand or product,google,0,0,0,1,0
pinoy insights sxsw conf conf mobile ipad app great use even plan day friends sxsw,positive emotion,"ipad, iphone",1,1,0,0,0
ipad design tip looks like physical object ppl interact like it\x89ûªs onequot sxsw tapworthy,no emotion toward brand or product,ipad,1,0,0,0,0
ipad design ui tip \x89ûïbuttons hack approach skepticism \x89ûï tapworthy sxsw,negative emotion,ipad,1,0,0,0,0
quotdesigning digital magazines ipadquot keynote sxsw start,no emotion toward brand or product,ipad,1,0,0,0,0
iphone amigos dont mention app change broadcastr bestappever sxsw,positive emotion,"ipad, iphone",1,1,0,0,0
farmers like blackberry smart phones iphones quotdont last long farmquot mobilefarm sxsw,negative emotion,iphone,0,1,0,0,0
view like foursquare tips visual realtime sxsw iphone app available people link,no emotion toward brand or product,iphone,0,1,0,0,0
like googling google rt mention giggle someone checked today gowalla sxsw sxswi,no emotion toward brand or product,google,0,0,0,1,0
tablets like ipad xoom touch emulates mouseclick keyboard input means yet sxsw gswsxsw futureoftouch,negative emotion,ipad,1,0,0,0,0
techie fail rt mention one sxsw panel moderator europe says spent 3000 roaming charges iphone sxsw 2010,negative emotion,iphone,0,1,0,0,0
google building real time mention engine monitor illegal deforestation real time tech4good sxsw,positive emotion,google,0,0,0,1,0
donate sxsw apple allowing donations via itunes japanese earthquake victims link,no emotion toward brand or product,apple,0,0,1,0,0
aol\x89ûªs mobilefirst group steps stage play instagram music link android aol iphone sollipman sxsw,no emotion toward brand or product,"android, iphone",0,1,0,0,1
photo still lineup around block sxsw apple store link,no emotion toward brand or product,apple,0,0,1,0,0
circles circus rt mention google circles sxsw,no emotion toward brand or product,google,0,0,0,1,0
google connect digital amp physical worlds mobile link via mention sxsw,positive emotion,google,0,0,0,1,0
content move back browser replicate work ipad u press one button mention mention sxsw,negative emotion,ipad,1,0,0,0,0
1st billboard article apple spotify pandora tech invades austin mention sxswi 2011 link sxsw,no emotion toward brand or product,apple,0,0,1,0,0
marissa miller google makes shout khan academy great things theyre education fmsignal sxsw cc mention,positive emotion,google,0,0,0,1,0
time mention wrote mention article us dubbing filmaster quotfoursquare cinemaphilesquot link sxsw,no emotion toward brand or product,,0,0,0,0,0
time sxsw atx apple open popup store mention debuts cool amex partnership sxsw doesnt even start till fri,positive emotion,apple,0,0,1,0,0
time sxsw mention nfc enabled google places door sticker link,no emotion toward brand or product,google,0,0,0,1,0
juts time sxsw gt grouptexting war heats fast society launches new android app updates iphone app link,positive emotion,"android, iphone",0,1,0,0,1
time sxsw foursquare ups game adds recommendations link friendsoffer iphone sxsw thegame,no emotion toward brand or product,iphone,0,1,0,0,0
time mention launch unofficial sxsw insiders guide iphone nice link bynd,positive emotion,iphone,0,1,0,0,0
want win ticket 1 sxsw party rules simple link android unite android news masses android,no emotion toward brand or product,android,0,0,0,0,1
help win ipad 2 click like following picture mention party mention link thanks sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
standing back rm iphone plugged laptop wont connect ready everythings great whys one happy gsdm sxsw,no emotion toward brand or product,iphone,0,1,0,0,0
link case cant get google check star wars uncut well worth time sxsw,no emotion toward brand or product,google,0,0,0,1,0
stopping quick iphone charge link sxsw macallan,no emotion toward brand or product,iphone,0,1,0,0,0
100 line apple popup store everyone waiting ipads first guy arrived 630am 36 degrees badges everywhere sxsw,positive emotion,"ipad, apple",1,0,1,0,0
standing line 6th time ipad2 apple sxsw popupstore,positive emotion,"ipad, apple",1,0,1,0,0
please join facebook hear great guests gt mention mention mention link lt sxsw,no emotion toward brand or product,,0,0,0,0,0
wandered google doodles presentation see mention presenting fun sxsw,positive emotion,google,0,0,0,1,0
arriving us wednesday sxsw looking microsim using data iphone anyone know options,no emotion toward brand or product,iphone,0,1,0,0,0
poor austin rt mention ipad 2 launch coincides fri afternoon sxsw apple store employees austin may begin weeping,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
\x89ûïwin\x89û\x9d sxsw hint \x89ûò it\x89ûªs answer every year link billmurray howto iphone sxsw takingback,no emotion toward brand or product,iphone,0,1,0,0,0
cameron sinclair mention spearheads japan disaster relief sxsw via twitter amp iphone link,no emotion toward brand or product,iphone,0,1,0,0,0
cameron sinclair rallies jpquake relief effort via twitter amp iphone sxsw details sxswi stream link,no emotion toward brand or product,iphone,0,1,0,0,0
cameron sinclair spearheads japan disaster relief sxsw via twitter amp iphone link socialmedia philanthropy,no emotion toward brand or product,iphone,0,1,0,0,0
cameron sinclair spearheads japan disaster relief sxsw via twitter amp iphone link sxsw4jp archforhumanity,no emotion toward brand or product,iphone,0,1,0,0,0
sxsw find love mention sxswi link itunes,no emotion toward brand or product,,0,0,0,0,0
longest line sxsw apple store course link,no emotion toward brand or product,apple,0,0,1,0,0
wait line sxsw apple store ipad 2,positive emotion,"ipad, apple",1,0,1,0,0
120 line temp 5000 sq ft apple store new ipad austin sxsw,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
still line sxsw ipad 2 factory link,no emotion toward brand or product,ipad,1,0,0,0,0
omg line ipad2 austins apple store long alot sxsw badges link,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
sxsw line 100 outside apple pop store sixth amp congress,no emotion toward brand or product,apple,0,0,1,0,0
line people dull get iphone talk person next sxsw,no emotion toward brand or product,iphone,0,1,0,0,0
line starts mention pop store sxsw ipad mention link,no emotion toward brand or product,ipad,1,0,0,0,0
mad mad lines still sxsw apple pop store austin ipad2,negative emotion,"ipad, apple",1,0,1,0,0
3 block lineup ipad 2 sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
geek influence hit new highs yesterday apple opened popup store sxsw sale ipad 2 link,positive emotion,"ipad, apple",1,0,1,0,0
im watching quotdesigning ipad interfaces new navigation schemasquot sxsw uxdes,no emotion toward brand or product,ipad,1,0,0,0,0
foodspotting iphone app success sxsw finding food crave link,positive emotion,"ipad, iphone",1,1,0,0,0
spearheading japan disaster relief sxsw via twitter amp iphone socialgood philanthropy link,no emotion toward brand or product,iphone,0,1,0,0,0
good morning sxsw corner starbucks smearing banana iphone like retarded ape evening,no emotion toward brand or product,iphone,0,1,0,0,0
transferring bunch music new iphone sxsw,no emotion toward brand or product,iphone,0,1,0,0,0
cnn demo tv everywhere iphone app html5 adaptive bitrate streaming sxsw,no emotion toward brand or product,iphone,0,1,0,0,0
im spotting lot ipad 2s wild sxsw started selling 5pm yesterday,no emotion toward brand or product,ipad,1,0,0,0,0
afraid sxsw would make miss buying new ipad worries apple opening pop shop link,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
morning sxsw resurgence print design ipad design boomers amp nyt grid layouts also gatorade vom,no emotion toward brand or product,ipad,1,0,0,0,0
line forming popup apple store sign apple yet sxsw link,no emotion toward brand or product,apple,0,0,1,0,0
we\x89ûªre giving away 5 dual compatible juice pack airs iphone 4 first come first serve front hall 3 winning sxsw,no emotion toward brand or product,iphone,0,1,0,0,0
giving away shiny ipad 2 sxsw quotables simply sign entered automatically gtgt link ipad2 sxsw,positive emotion,ipad,1,0,0,0,0
good morning everybody ipad 2 takes sxsw video link via mashable apple,positive emotion,"ipad, apple",1,0,1,0,0
\x89ûïline moving fast rt mention seen two impressive lines since im sxsw one apple store amp mention party,no emotion toward brand or product,apple,0,0,1,0,0
volunteering sxsw lot boring expected thumbs already getting tired extreme iphone usage,positive emotion,iphone,0,1,0,0,0
typing 4 days ipad fingers feel seriously weird real keyboard sxsw uselessobservations,no emotion toward brand or product,ipad,1,0,0,0,0
line waiting new apple store open open days ipad2 sales sxsw null,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
good morning sxsw standing line ipad 2 today still ipad 1 sale 64gb wifi 450 fb,no emotion toward brand or product,ipad,1,0,0,0,0
nice fun rt mention sxsw thirsty gadget using mention charge anywhere iphone happy share juice,no emotion toward brand or product,iphone,0,1,0,0,0
google going circles sns rt mention launching products sxsw plenty else link,no emotion toward brand or product,google,0,0,0,1,0
designing ipad interfaces new navigation schemas sxsw link sxsw uxdes,no emotion toward brand or product,ipad,1,0,0,0,0
mayer making clear google going straight foursquare amp gowalla google hotpot sxsw,no emotion toward brand or product,google,0,0,0,1,0
bored keynote sxsw ipad link,positive emotion,ipad,1,0,0,0,0
im debuting new iphone amp droid app sxsw next year makes phone waterproof amp light cigarettes,positive emotion,iphone,0,1,0,0,0
sxsw adding schedule android sxsw go app handy,positive emotion,android,0,0,0,0,1
whats going sxsw today share photos video ireport link cnn iphone app,no emotion toward brand or product,iphone,0,1,0,0,0
google using starry night demo streetviewlike art project like theyre inside brain sxsw,positive emotion,google,0,0,0,1,0
im thinking may actually take laptop sxsw ipad alone may enough trip,negative emotion,ipad,1,0,0,0,0
amazing apple popup austin store executed quickly 1 week link via mention sxsw,positive emotion,apple,0,0,1,0,0
reading coverage apples popup shop sxsw takeaway one figure agree punctuate popup shop,no emotion toward brand or product,apple,0,0,1,0,0
im sporting new mention 3 ios iphone get amp install time ever 4sq sxsw,positive emotion,"ipad, iphone",1,1,0,0,0
going first sport new ipad2 sxsw apple opened pop store right convention,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
team heading big boi show thanks mention crew rt find owl free tattoo link sxsw,no emotion toward brand or product,,0,0,0,0,0
stop killing trees rt mention new post business cards dead send card via hashable sxsw link,no emotion toward brand or product,,0,0,0,0,0
cops playing w ipad 2 closed apple store austin congress st sxsw link,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
playing w windows7 phone sxswthe animation better iphoneamp look interesting,negative emotion,iphone,0,1,0,0,0
good morning sxsw r u talking abt twitter according mention mention ipad design geogames design headaches,no emotion toward brand or product,ipad,1,0,0,0,0
come singapore roars party 512 6th street link sgroars sxswi sxsw,no emotion toward brand or product,,0,0,0,0,0
come singapore roars party 512 6th street link sgroars sxswi sxsw sgrocks mention,no emotion toward brand or product,,0,0,0,0,0
ok definitely need ipad 2 sxsw gadgetenvy,positive emotion,ipad,1,0,0,0,0
tried initiate carpooling ridonkulous taxi line geeks silent bet everyone would iphone app sxsw,no emotion toward brand or product,iphone,0,1,0,0,0
link think get boss buy new ipads weekend sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
wow think im person sxsw didnt go buy new ipad yesterday new one thin,positive emotion,ipad,1,0,0,0,0
think sucessful mention google possibly launching new social network sxsw link,no emotion toward brand or product,google,0,0,0,1,0
added linkedin hootsuite mobile sxsw updates iphone blackberry amp android link,no emotion toward brand or product,"android, iphone",0,1,0,0,1
quotbrains zombies content google cant get enoughquot sxsw contentrules,positive emotion,google,0,0,0,1,0
groupme wins best group messaging app sxswi link fastsociety iphone iphone4 sxsw texasevery,positive emotion,"ipad, iphone",1,1,0,0,0
sxsw begins w add panel hyperactivity amp distractionive used ipad iphone bb multiple times last 5min workinprogress,no emotion toward brand or product,"ipad, iphone",1,1,0,0,0
link coinsidence sounds like good strategy wish could go sxsw,positive emotion,,0,0,0,0,0
mention instagram iphone moment mister quothas cool different get evoquot sucks sxsw,negative emotion,iphone,0,1,0,0,0
good point rt mention love mention sxsw quotapple comes cool technology dont go conferencesquot,positive emotion,apple,0,0,1,0,0
fun interactive maps mention google party link sxsw,positive emotion,google,0,0,0,1,0
lol interesting \x89ûïmention \x89ûïmention mention next platform flipboard iphone team started working sxsw\x89û\x9d,positive emotion,iphone,0,1,0,0,0
hmm ipad interface talk ux research hmm like sound politics behind html5 sxsw,positive emotion,ipad,1,0,0,0,0
mention interviewed mention sxsw far cat totally agree ur comms apple brand love word,positive emotion,apple,0,0,1,0,0
ran mention apparently mention didnt tell theres bizzy android app remedied sxsw cc mention,positive emotion,android,0,0,0,0,1
settling first sxsw session battledecks missed last year would perfect time hollergram ipad app,positive emotion,"ipad, iphone",1,1,0,0,0
intro iphone verizon change drama sxsw mobile service somebody needs capture stats checkinfrenzy scaletest,no emotion toward brand or product,iphone,0,1,0,0,0
via mention apple set open temp store downtown austin sxsw link ipad2,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
hey mention ive got another gem gt free mention sxsw link sxsw,no emotion toward brand or product,,0,0,0,0,0
mention mention party without doubt best party ive ever sxsw well done,no emotion toward brand or product,,0,0,0,0,0
mention quotfuturequot contextual discovery nice way articulating intersection social mobile search sxsw,no emotion toward brand or product,,0,0,0,0,0
presentation touchingstories zinio online link sxsw,no emotion toward brand or product,,0,0,0,0,0
1 \x89ûïmention 1 rt mention petricone says google tv browser dont think thats correct sxsw\x89û\x9d,i can't tell,google,0,0,0,1,0
mt \x89ûïmention agencies push google directions never would gone says creative lab strategy director mention sxsw\x89û\x9d,positive emotion,google,0,0,0,1,0
mention ami sampler live itunes time cmw sxsw check link musicindustry usa,no emotion toward brand or product,,0,0,0,0,0
hey mention ask dennis ipad app sxsw checkins,no emotion toward brand or product,ipad,1,0,0,0,0
mention booth ready sxsw tradeshow tmr android party,positive emotion,android,0,0,0,0,1
hey mention cool iphone cases zazzlesxsw sxsw sxswi fastcompanygrill link,positive emotion,iphone,0,1,0,0,0
hey mention iphone wed love turn art iphone case let us know zazzlesxsw sxsw,positive emotion,iphone,0,1,0,0,0
new mention iphoneandroid service fees booyah sxsw gitchococktailon,positive emotion,"android, iphone",0,1,0,0,1
ipad session full loved energy formation hyatt hall way overflow session rebeltv sxsw,positive emotion,ipad,1,0,0,0,0
rt \x89ûïmention going sxsw checkin w friends you\x89ûªre austin w locationbased apps link lbs,no emotion toward brand or product,,0,0,0,0,0
rt \x89ûïmention google launch major new social network called circles possibly today link sxsw\x89û\x9d,no emotion toward brand or product,google,0,0,0,1,0
via mention google launch major new social network called circles possibly today link sxsw,no emotion toward brand or product,google,0,0,0,1,0
hey mention got invited new group sxsw android app keeps crashing try join wtf sxswfail,negative emotion,android,0,0,0,0,1
hey mention great sf coffee link link nice meet sxsw,no emotion toward brand or product,,0,0,0,0,0
hey mention heard youre sxsw come mention grille make comic iphone case say,no emotion toward brand or product,iphone,0,1,0,0,0
rt \x89ûïmention hoot new blog post hootsuite mobile sxsw updates iphone blackberry amp android link,no emotion toward brand or product,"android, iphone",0,1,0,0,1
hey mention design image onto iphone casewhat would might surprise sxsw,no emotion toward brand or product,iphone,0,1,0,0,0
mention iphone app unreal clicked location leanstartup amp person tell still seats sxsw,positive emotion,"ipad, iphone",1,1,0,0,0
fyi mention working iphone app looking release summer hopefully sxsw flipboard,positive emotion,iphone,0,1,0,0,0
mention effectively kill 3rd party developer base link sxsw ismparty,no emotion toward brand or product,,0,0,0,0,0
rt mention online first ipad 2 wild sxsw link,positive emotion,ipad,1,0,0,0,0
monetization mention access fire hose tweets individual business deals google yahoo microsoft smaroi sxsw donline,no emotion toward brand or product,google,0,0,0,1,0
last session sxsw html5 reps google ms opera mozilla,no emotion toward brand or product,google,0,0,0,1,0
mention opens tech talk apple store whore pcs right crowd dig carrie sxsw,no emotion toward brand or product,apple,0,0,1,0,0
cc mention rt mention new ubersocial iphone app store includes uberguide sxsw link,no emotion toward brand or product,iphone,0,1,0,0,0
rt mention rt mention traveling sxsw ipad 1 3 10 2011,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention rt mention traveling sxsw ipad 1 3 10 2011 via mention,no emotion toward brand or product,ipad,1,0,0,0,0
tuh mention rt mention new ubersocial iphone app store includes uberguide sxsw sponsored link,no emotion toward brand or product,iphone,0,1,0,0,0
vip mention apple store sxsw nerdheaven,positive emotion,apple,0,0,1,0,0
rt \x89ûïmention news sxswi apples temporary ipad store sxsw wth\x89û\x9d yes think ultimate offsite trade show quotboothquot,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
registration android market approved lmndst sxsw startupbus,positive emotion,android,0,0,0,0,1
last session today left brain search google right brain search x sxsw bettersearch,no emotion toward brand or product,google,0,0,0,1,0
hey mention twitter needs way us disaster areas filter things like sxsw ipad right really dont care,negative emotion,ipad,1,0,0,0,0
hey mention mention grill dont come create customizable iphone cases tweet sxsw,positive emotion,iphone,0,1,0,0,0
hey mention roll tractor trailer 2 full ipads sxsw bet would sell entire inventory justsaying,positive emotion,ipad,1,0,0,0,0
rt mention 150 million mobile users google maps 40 google maps usage mobile devices maps sxsw,no emotion toward brand or product,google,0,0,0,1,0
rt mention woman plane next nook blackberry curve android ipad purse sxsw,no emotion toward brand or product,"android, ipad",1,0,0,0,1
hey mention you\x89ûªre lakers fan youre sxsw think lakers iphone case zazzlesxsw,no emotion toward brand or product,iphone,0,1,0,0,0
hey mention app wont download android app market heads sxsw,negative emotion,android,0,0,0,0,1
good session rt mention 2 years time saved every day people qho use google maps quotroute aroundquot feature sxsw,positive emotion,google,0,0,0,1,0
use question answer ask receive kind model ipad app design give take entice ask mention tapworthy sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
best sessions ive seen far sxsw morning music ixd designing ipad interfaces winning,positive emotion,ipad,1,0,0,0,0
domo ios android got released mention domo tonchidot boom sxsw,positive emotion,android,0,0,0,0,1
getting hip new android apps preparation hangover3 also known sxsw mention mention mention apps rock socks,positive emotion,android,0,0,0,0,1
packing ipad amp android phone 2 fly uk 2 austin tx sxsw especially interested health track sxswi sxswh hcsm hcsmeu,no emotion toward brand or product,"android, ipad",1,0,0,0,1
mention ipad apple fanboy line sxsw 6th amp congress drinking mention wearing mention amp mention corporatewhore dmad,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
zomg ipad 2 p rt mention look everyone zomg mention got ipad 2 first day sxsw link,positive emotion,ipad,1,0,0,0,0
win free ipad 2 webdoccom sxsw rt,no emotion toward brand or product,ipad,1,0,0,0,0
win free ipad 2 webdoccom sxsw rt,no emotion toward brand or product,ipad,1,0,0,0,0
win free ipad 2 webdoccom sxsw rt,no emotion toward brand or product,ipad,1,0,0,0,0
win free ipad 2 webdoccom sxsw rt,no emotion toward brand or product,ipad,1,0,0,0,0
win free ipad 2 webdoccom sxsw rt,positive emotion,ipad,1,0,0,0,0
win free ipad 2 webdoccom sxsw rt,positive emotion,ipad,1,0,0,0,0
git yer ipad 2 even begins apple winsåêsxsw link via mention,positive emotion,"ipad, apple",1,0,1,0,0
line ipad 2 longer today yesterday sxsw fb,no emotion toward brand or product,ipad,1,0,0,0,0
guy ipad 2 taking photos mention slides awkward sxsw,negative emotion,ipad,1,0,0,0,0
heart ipad 2 link sxsw,positive emotion,ipad,1,0,0,0,0
mention ipad app getting panned design trumping content rightfully sxsw,negative emotion,"ipad, iphone",1,1,0,0,0
ipad sxsw nah im lying bought shit link,no emotion toward brand or product,ipad,1,0,0,0,0
left ipad back hotelonly one blackberry bigmistake sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
using ipad set list sxsw band,positive emotion,ipad,1,0,0,0,0
using ipad set list sxsw band,positive emotion,ipad,1,0,0,0,0
said ipad photos apple store sxsw mention mention mention mention,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
apples ipad popup shop sxsw link,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
said ipad apple store sxsw photos mention mention mention mention sheltongreen ericschuras link,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
ipad rt mention decision 2 lug laptop 2 sxsw feel like im missing right arm left arm since im southpaw,positive emotion,ipad,1,0,0,0,0
line ipad2 temporary apple store mention 6th amp congress sxsw link,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
many ipad2s think apple could sell sxsw attendees set popup store convention center sxsw,positive emotion,"ipad, apple",1,0,1,0,0
line ipads sxsw doesnt look bad waited 65 hours iphone 4,positive emotion,"ipad, iphone",1,1,0,0,0
line ipads sxsw doesnt look bad waited 65 hours iphone 4 link,no emotion toward brand or product,"ipad, iphone",1,1,0,0,0
mention iphone android 7580 sxsw,no emotion toward brand or product,"android, iphone",0,1,0,0,1
mention iphone app awesome lineup amazing really looking forward hanging guys sxsw mention,positive emotion,"ipad, iphone",1,1,0,0,0
mention iphone app leading pack android blue users growing sxswmobileapps sxsw link,positive emotion,"android, ipad, iphone",1,1,0,0,1
breaking iphone news chris sacca tweets fake sxsw beta invite follower swarm ensues link,no emotion toward brand or product,iphone,0,1,0,0,0
get iphone photography app ready sxsw watch demo make amp everyone elses photos link,no emotion toward brand or product,iphone,0,1,0,0,0
sxsw iphone screen,no emotion toward brand or product,iphone,0,1,0,0,0
fuck iphone rt mention new ubersocial iphone app store includes uberguide sxsw link,negative emotion,iphone,0,1,0,0,0
awesome iphones etc atampt wifi frozen sxsw tmobile teathering android g2 works like charm,positive emotion,"android, iphone",0,1,0,0,1
chips chips amp chips appears official meal sxsw amp ive lived 4 days tons miller light amp iphone apps,no emotion toward brand or product,iphone,0,1,0,0,0
google circles search engines social network released soon sxsw seem think blog link socialmedia,no emotion toward brand or product,google,0,0,0,1,0
google circles amp crop circles anatomy sxsw rumor link mention,no emotion toward brand or product,google,0,0,0,1,0
inspiring heart session iphone app design far thanks mention sxsw,positive emotion,"ipad, iphone",1,1,0,0,0
